business_type,years_in_business,mobile_money_txn_frequency,mobile_money_txn_volume_naira,airtime_topup_consistency,savings_frequency,avg_savings_balance_naira,utility_payment_timeliness,rent_payment_timeliness,repayment_history_score,avg_payment_delay_days,income_consistency_score,social_capital_score,wallet_balance_volatility,default
Craft/Artisan,5.592679500154542,23.232077121194695,37586.81073765589,0.7796500209055158,5.092547462274216,13696.314142438829,0.633809524686116,0.5339980276944819,0.8197435132057486,4.47857112934579,0.8107282335993586,0.6545244679958077,1.1273032644145333,0
Transportation,1.1213649443357951,7.366486945599446,28608.669595800515,0.4021423581994606,5.190386128780253,4546.483219937417,0.8518353393985033,0.7799295184618478,0.4671183731654676,14.747611319125033,0.8901111253515878,0.6620010428046847,0.1313292998667997,1
Transportation,3.9890574731144413,3.545347982766197,25493.92487024309,0.510689772815548,5.102510645424401,20008.812475866525,0.5412768607524272,0.8385423253199046,0.5029565837356982,7.8474888061598325,0.588287576862322,0.7415657176128125,0.12913227606093977,0
Trading,1.3913343333040662,16.168120168375605,26569.39473646633,0.4649178496285457,11.318227875176232,2353.086472884403,0.42253497356122055,0.9173043178365875,0.5921478606128348,7.226257684079629,0.6558966647229406,0.5959317955917446,0.5469184016434198,1
Freelance Services,2.7253751695039385,5.45193729569924,30106.72463084709,0.7327419205094772,2.5884595536086117,17222.48068142831,0.8159020367719164,0.7544465779031818,0.9546323266744371,5.091792107819148,0.6050593900327286,0.19858059553104881,0.6209616831666313,0
Trading,1.3006762208542488,30.146151302123602,18388.16012370311,0.7967289809222294,2.2677200408027893,18394.562168757337,0.592476850447427,0.765786338494402,0.849955389413874,3.2108994786718537,0.6540538935599765,0.48182628350187756,0.15934225616765743,0
Transportation,1.3429443063852164,5.761572076040016,24335.87865765722,0.3372763682187753,3.4637322222796962,7660.524526897556,0.6906090945399085,0.8740646549416564,0.6861697593950145,5.236650965972229,0.4128018634233994,0.5752770469029435,0.10815958591149684,1
Transportation,4.9938815838685855,9.698506498634417,51594.301954848874,0.7338484175100243,5.784315496065031,5632.021429059976,0.9190421892914116,0.6851795247935566,0.9573421794679176,7.981806154487943,0.6883378278672861,0.8575104045028734,0.047528297476989806,0
Transportation,4.662058155269855,21.308959083796882,18267.00705634751,0.6127604597610794,7.544313937761164,10039.485978499191,0.5055734650655369,0.7353444583130837,0.6039037617188888,9.154352660573341,0.34605440651093594,0.6914715716421067,0.03793407153856595,1
Freelance Services,3.7814585924980215,13.30908839950395,15268.720654981624,0.7208918979917366,7.8557628416564045,20905.63644847635,0.6209364514847481,0.3971441367876547,0.7576016801653926,8.01067158918508,0.4473291584960375,0.2935829520530949,0.18991090802572938,1
Trading,2.547793519400273,5.8528962410591685,26005.43825197255,0.6919487077071763,8.833914949109364,17017.36174104939,0.7825375108145899,0.8449159123523494,0.8643211544782605,0.6192298167282251,0.8746999586835179,0.7288497141407653,0.01,0
Farming,1.2159414615849848,34.31971328057568,14446.22550632237,0.7391117915703175,5.675283401873425,6135.990677765765,0.47378512630739733,0.32420269132478496,0.6947730268170065,1.1083913959319047,0.659149858708564,0.7608038886401807,0.3024724765868641,1
Farming,2.735075731971764,9.986929574723408,10430.289282202864,0.36944666224037137,4.811036640279587,14385.510529816711,0.6058161622817949,0.7420633275202757,0.8481855710113742,4.145422850667961,0.6019471845040394,0.43785455386846067,0.4387276493627739,1
Farming,4.6763667758995355,16.429937540027606,22259.920482509577,0.8443831132979206,10.900382084856913,16048.485323667308,0.8407577783775195,0.6849306578398955,0.7663549380826237,1.0860736252929848,0.7727241620744081,0.40212493591117265,0.08025891886214666,0
Trading,4.603179392485806,16.32645983915176,59679.391364532064,0.9621911180744068,0.0,15579.310392888388,0.6234143195306435,0.768091635361163,0.5823139770921586,2.320610559963474,0.7645932089625803,0.7900577695426065,0.504334242106561,0
Trading,9.046873056862927,23.68247321573262,26337.992230226417,0.4340352922141528,6.188277067332442,6696.806688837358,0.8104160627209102,0.3243694261403926,0.9599490595310592,1.7600085604309044,0.6365996180059507,0.5142311211826998,0.3499677583414418,0
Trading,8.23056102483265,21.69881968536847,29679.66475635647,0.9565433622688664,7.290020833481827,14898.143862206143,0.7530419991018152,0.3968823512349416,0.5765863553275763,4.299202232781809,0.4732796124919313,0.9350567514985225,0.3414814404512256,1
Trading,3.8888571226032216,11.385591698151956,8336.66389733755,0.4407025822998382,11.621052007130745,25397.893292441677,0.8439256355836652,0.7995456192179211,0.8617152105162581,5.13390880538511,0.7686003595012099,0.49454421130794546,0.08105118422233344,0
Farming,2.7133587397266927,15.393382260453546,34233.80964534751,0.8003691081713438,1.0183014844342608,19455.26883112305,0.8137816235390221,0.8825781789178249,0.3789141356597,1.5752004710364327,0.6258682997735574,0.5878764245515848,0.2153777363353557,0
Transportation,2.080423605010531,16.184620531665473,28320.783792694496,0.8926471068453763,4.73958708471193,17819.273661096562,0.5505167088577395,0.5853599759943667,0.902007946930796,12.007568801919632,0.7104400137778565,0.6271376403617636,0.45991344178048454,0
Transportation,1.049767976476377,23.991675985588497,18662.97408448707,0.3504786971124001,1.927169396664823,42187.43881879731,0.7322737110621753,0.721691680883737,0.9062254208940264,6.484834726241052,0.45931094887280083,0.6322970406883844,0.1459528772730207,1
Farming,1.5268496555099194,8.65342468113119,29703.725637728076,0.870477363867042,0.6051708972711873,15024.745041792383,0.7528157410504094,0.4886234360316927,0.8750475201949054,4.929297805787303,0.38377073906317716,0.183249853940305,0.6564143875065584,1
Farming,4.681105783741987,34.144884454046256,29541.95955219464,0.9328238267909622,5.386422922120728,7410.577498977691,0.4316080452713725,0.932602804082431,0.7544084854525709,8.782433717882288,0.8192214227803198,0.5665703735748711,0.3037200500038884,1
Trading,5.852093356272787,11.926532900324446,15022.158740673845,0.681848214585793,8.499281272837223,7427.0254041465305,0.6710104004326481,0.7548408586819697,0.7917283169475735,4.83056028680721,0.736776066807716,0.27938639971988655,0.47343050277711723,0
Transportation,3.1368816594149123,17.930004825947254,32290.21589090704,0.7595719401894858,9.617908764993304,15111.616381888109,0.5001248304974951,0.8816105423032418,0.7000198338566656,6.808304432998197,0.7734394309466596,0.9541546677380892,0.08809524622644165,0
Trading,15.201321324514254,8.720084482454066,51970.133791087785,0.6493811741882296,4.40438157715728,4883.999049516836,0.8173374861778575,0.9232434634737166,0.9589660591481617,3.29794833369521,0.6077782639610403,0.622620293574174,0.3420819158785823,0
Trading,1.5396921065812148,7.614727906875066,23733.247413069403,0.7732117707718874,7.999578721594768,10746.248426754964,0.8615807802272595,0.9091453449978111,0.5001067052495206,2.4767669819195235,0.7092155123426018,0.6113783458876829,0.07396051117664783,0
Farming,0.9552448879755917,11.004572727379008,16694.309447007243,0.915146106905951,5.406843905004071,18488.820962830727,0.7443765985077755,0.8044958580129683,0.6300344172079643,1.8123763476554247,0.7026419259460781,0.6136738276256113,0.15226638837243964,0
Farming,15.035609596033744,10.23581425868596,24399.8182286743,0.7317359995824214,7.6697213373675535,30327.23710091494,0.7486804024317837,0.7926877724798942,0.5998984220292548,5.330322977880048,0.7872120272898269,0.8127663765331746,0.03791790333248806,0
Trading,1.1627786976611265,14.685943806761356,43046.54526546998,0.5319003037693371,9.463425742977673,4533.231759955826,0.44646889451224386,0.8624851760423405,0.3740500967995047,6.292780249884012,0.5847872755881612,0.4636800125059413,0.5202128561648043,1
Transportation,3.105238725129259,10.168279769890074,13705.11826985827,0.9728539658530153,5.417308681952244,14319.167928548339,0.6017829755201167,0.6085608846563207,0.8563172224512584,18.201469964446446,0.5375618067550362,0.2450294964250283,0.35429039923784783,1
Transportation,2.221466104995511,23.56441937035368,36982.75649541871,0.7196019759022727,9.230923147275021,12736.596218245024,0.9022614263495343,0.8557889940677033,0.8502233711236231,0.5901044120595542,0.9499837159336894,0.35401435128692166,0.8615316466585305,0
Transportation,4.920605567949661,11.736128837453,18528.9943770297,0.822701606083811,2.3609181364369607,13715.11777650559,0.6975068076224604,0.6982716541791456,0.44761065402218214,4.864753673121346,0.7945527524048596,0.6551810859445567,0.24776715296152163,1
Transportation,2.9344262147574534,10.849476052384677,30734.30371930138,0.5902356189883106,7.969531550907105,14751.438079199275,0.9640767779569575,0.4857086205018588,0.5372748679932345,8.95302790884301,0.8383301438396755,0.5912428905241686,0.12453600905340498,1
Transportation,5.864295551448294,14.856249087061851,19724.519761485513,0.7745098203466615,9.101019818365451,13066.841302698604,0.9861845615552259,0.846716753645754,0.5393232056307561,2.3386437903618704,0.596535310010268,0.6878033481821696,0.7704818326917287,0
Trading,6.724917467175229,25.942711029570354,19695.40570739479,0.6957060563459608,8.79062761986936,35402.80259620446,0.7418924673670392,0.5827706377512584,0.5898983865353948,10.415147815447703,0.4929686645382201,0.8209089915303197,1.977569353975081,1
Craft/Artisan,1.0401281132371236,19.719009388883194,62174.622925789015,0.8109094166672146,2.4449360630265096,31913.924604214262,0.6310377233491038,0.39458298829112287,0.7139533496067663,8.956317746565729,0.6343530059429441,0.7557979467252104,0.5948804647643204,1
Transportation,2.0259809033498217,17.20248376090024,12394.428984641901,0.6843449329549139,5.382567001683946,59892.25231005646,0.6499368395840907,0.5386421712228411,0.8831220411275478,10.913030544231841,0.7979159623101441,0.8246992239998996,0.662537213796347,0
Farming,6.200700752569454,6.535641840250568,35134.94146597321,0.4363693209954926,6.906525390669041,13261.222584047135,0.8011048287670897,0.8039951511008726,0.34576229519623936,7.084731457248074,0.6217384426016195,0.8083104949707612,0.12175325234351322,0
Transportation,7.614348018501298,8.858332321090325,69719.01879361266,0.7650825333611386,7.329157321204178,10021.793777812889,0.4630863054587703,0.4299337342023988,0.7048239788970332,2.5138409030580773,0.2970605686514295,0.5071917933373723,0.20493425639512933,1
Farming,4.332988106464313,7.772720479683011,39223.72450057314,0.7816440491372987,6.3476278481036825,6785.658326193979,0.9222168721301663,0.38165153712816885,0.7289185740893982,5.055586496484803,0.6569090698371765,0.39327979260973445,0.595810939520082,0
Farming,5.169587775350302,28.45480978937877,12937.64605899884,0.7488079763664399,10.287558846254544,9287.207947246621,0.7229694081594655,0.49623170256020477,0.4381667533021148,9.620625505576566,0.2594977002542258,0.4770190697302162,0.28109973927730375,1
Craft/Artisan,9.415782571024197,22.24450498505318,13294.832702348605,0.6363273675238018,2.1130619679897293,22030.8669665586,0.5504286703415606,0.6000668913091346,0.9694104057457315,2.735173424449786,0.7702068657344686,0.3126781245668598,0.3384337961959664,0
Freelance Services,2.9619369701216547,11.107035928606447,17793.812132647352,0.7253958622874728,5.279247498050492,24537.73858755844,0.503074678535829,0.46913692949779223,0.7400223065867632,1.136567270418218,0.7126672513601451,0.709518205964934,0.11505832954741227,0
Freelance Services,4.300124388771419,13.485026849394757,29344.17536847671,0.8833324945340496,0.936683699883309,21436.71362981424,0.5198040660570732,0.8939809063162051,0.7943991253964858,1.5869813708164995,0.8319366183776759,0.6592663631635124,0.29967666728595355,0
Farming,8.236429888115708,11.397678590101329,30463.011281270796,0.9006153279191512,7.863746430611684,8390.644569644737,0.6728758594628803,0.5913477779434887,0.48256884585696025,8.001054909930687,0.8428757119406829,0.5555247289833523,0.3742824201617121,1
Farming,8.568971189337516,10.91311026895433,13367.302540922836,0.6850284285360332,7.663858342320852,8422.378628442877,0.6882286964720172,0.9485630778546962,0.6953129711904229,2.9297354386275147,0.6780911904066265,0.3848880498521537,0.17897846997891037,0
Craft/Artisan,3.58384667225137,21.682408249729445,16646.968351755124,0.5917452568991809,16.045810097148777,52550.23408829445,0.7928455274148571,0.8660356615726659,0.8301488719011412,6.428490702200005,0.6529863819761432,0.2758045766868422,1.0206764573097904,0
Trading,2.078321972632688,15.699710233725494,17217.552422927514,0.669418496146047,9.079078975157497,7462.195186903387,0.8641803446297202,0.8313777849307009,0.7199070059282625,8.731804665354591,0.8311536141903808,0.8499295020328882,0.29480708728875676,0
Craft/Artisan,3.5553658795976295,34.64934195437971,24357.35790453982,0.5681171192461283,6.994095423460065,36010.55131712094,0.7213644371005173,0.8611775244023241,0.7631586251656541,3.527398979301074,0.39710708303955294,0.5457632363523217,0.44010774129341074,0
Farming,3.804725635810783,28.002878596135986,80144.1767908618,0.8336330983927326,6.76468522702151,17733.36608853361,0.739625779046222,0.7607211343305877,0.7087780084747669,1.9825249022610174,0.6291950990749852,0.7878694762319466,0.5320193994706657,0
Trading,2.0181243059768046,28.475842723733777,16102.77850297265,0.8842752096330816,5.050167268120662,7999.871376756897,0.5719497613577754,0.6589853779659225,0.31974483087501177,2.1830473304769953,0.9066063088116187,0.37431239942173483,0.21946356830899164,0
Trading,2.2649535369387808,23.37085579958501,15719.75045943273,0.5148174787268712,6.3914630818935345,5830.512063238437,0.621407250139469,0.578030119870475,0.8147935979250147,16.656495031400926,0.7399357128795009,0.6413968530267019,0.15667609089837045,0
Craft/Artisan,8.57662850624163,14.618727435942487,14425.78973691678,0.7608096646615455,6.828746884781639,8248.250607438913,0.4184279746728679,0.535030153271084,0.7863248455562993,2.326523046768187,0.8049705964696621,0.6919052834692859,0.16876677257125636,0
Trading,5.331698044265608,22.782327076236673,38160.24379055624,0.6386159807380635,0.1057219860673344,17896.17227943645,0.5142737084858314,0.3780407138914448,0.7571223751716415,6.76400540122429,0.6314137508799286,0.447648047170604,0.5674305290441164,1
Trading,3.116460190151958,15.209338443770736,26298.366921665896,0.775634887930031,6.590740771520996,7067.48808847166,0.7609541603983223,0.8761027397631065,0.6087137215882888,9.268793915381053,0.8007916576651964,0.38112409694107724,0.1583320417806137,1
Farming,1.6214404381299021,31.0422084058269,16433.47017663369,0.8069531033596755,6.303028705124224,39659.55783810489,0.8258009577918569,0.6271246017848568,0.7498493455240904,6.464508504265579,0.5928221754457608,0.6918087950880046,0.9924971674903499,0
Trading,2.2863479242756592,21.234235064399364,22036.65382507623,0.6926621557338205,11.262039830178459,11550.657860875303,0.8768394943029698,0.6111532746387036,0.5846402118958157,4.303711979065657,0.7217681617388655,0.7366055998943755,0.05431497118200547,0
Trading,0.8832942009365341,20.09888286882412,17407.724691481704,0.9445561924530862,5.604984720592546,21814.115099660663,0.8873671505563003,0.6482011856841682,0.9287284022402706,4.803206774761932,0.6310157208148272,0.7768831065159832,0.981228437620658,0
Craft/Artisan,4.411760546461008,19.016581299436073,31657.81145844259,0.8299506785932259,3.7033639385114263,20615.484850003737,0.7400015896096621,0.8563224624578464,0.647514129380891,5.726465992756561,0.579570130589032,0.6058806137871193,0.42546887153031865,0
Trading,2.18868400745679,31.922131418886863,117760.37680613987,0.7585945111283382,6.805596246239896,41578.169897837986,0.7750577114898073,0.26757987487640006,0.7032272075424196,1.2161058484450238,0.5755991753450875,0.5737881924808302,0.28572709602808033,0
Craft/Artisan,4.6546774861642435,6.529997329305715,36423.71757362821,0.5504792719652801,6.223044215643913,9832.227166895875,0.789902889442192,0.7154735213521904,0.6618813992241275,7.4690096082768695,0.5853161415606204,0.8117000607722492,0.09339699055361979,0
Craft/Artisan,6.158953038876873,32.706302621349806,25561.850820585147,0.839862099774224,5.608198130629939,14389.550855014964,0.9424405126075118,0.7154471984235984,0.5771533986341021,15.050194797053551,0.5180124048755146,0.7647710299517965,0.12993943810107203,0
Farming,4.701359003335043,16.510769540366898,18662.351447729125,0.8166617088972978,2.1630335676101735,5009.16169901841,0.8568415391978039,0.3841810435094742,0.9083209419524473,0.09543036625294636,0.544814763443234,0.7269603843461134,0.30806701856665936,1
Trading,2.839115781653119,6.750808193474791,12850.39661674424,0.9195022856482271,5.531941503571962,14360.027431513006,0.6605701675907032,0.6284703797387833,0.7856362115250785,2.6967172423769137,0.6331531427774778,0.7853148133181964,0.16721373062939549,0
Transportation,1.9357695102966594,11.982322146855552,40276.73767120703,0.8647315947562492,4.262424383297956,29673.453221371765,0.6375721701887491,0.6877910024824562,0.6265055338925294,4.864866248579162,0.5765829030775603,0.7042301663630949,0.12099234725815329,0
Trading,1.427282384694351,4.793541898211338,39090.89279899821,0.38679001632062804,5.350555503263006,15578.237456167064,0.8214612957686032,0.7895097598074508,0.6197017226407076,11.68872412922485,0.7745881826373717,0.7498607031246298,0.2653267870746729,1
Farming,8.050654150812168,23.22925396468512,20819.48178938507,0.8749708830234235,8.196459669573297,67431.5762618938,0.679244031872613,0.8546085405216062,0.7740043089182963,14.130891498768953,0.6310160438736321,0.6316773101607028,0.1923771064492845,0
Freelance Services,4.5626367385340245,9.693656397227844,52435.21521203043,0.8509420225413755,3.9764569822624245,19221.73484157472,0.7725941921136967,0.6026792814677726,0.7176372779419302,0.48828440527261074,0.8614364396990083,0.5729412630274936,0.7147667747683775,1
Freelance Services,2.9605752687630913,19.3493413296376,27217.320055671637,0.11217164579415428,5.336302551001372,9151.849945353839,0.7298788529323769,0.7739573997625728,0.8288936775197444,8.637165987812043,0.6928209877790822,0.6198152761184862,0.49604677499186384,0
Craft/Artisan,5.631366418294652,27.07373624132678,41196.90472442071,0.8043879983345879,7.623614900824466,18380.311133660896,0.9648854686199616,0.32080624412482855,0.45968958169289426,13.329952231716506,0.7418138294774445,0.4553315578744548,0.4943506551252442,0
Trading,7.236155819928792,12.623864571470905,31663.135055059,0.5922057543303655,5.191793147632696,4796.413058845321,0.9432074829842343,0.39991098662529795,0.5192133207995342,0.8185251516636225,0.726809706604258,0.6095154542482564,0.31131839700315844,1
Transportation,2.224739354919291,15.855170455804862,24405.779941254867,0.8128716563257028,13.827557961598469,7636.642647381692,0.5992010659711131,0.5550553966438234,0.8623728038759194,6.8478068011934035,0.673442058847163,0.22429456313054702,0.09949524334909439,0
Transportation,4.468841586888477,7.573067120671874,15911.755645223671,0.5168676318415053,6.746599502739164,5699.271030738047,0.9003069143969565,0.4305477949609364,0.7917753252136666,13.388341804376159,0.5713558485068084,0.6887184086732087,0.3183739714216603,1
Farming,4.531099209149112,14.893143128390419,24833.65017146242,0.4734328055788806,2.2743089031724892,13511.245563986096,0.7759608642421936,0.6162516323000946,0.8669693781899822,3.8541638365831226,0.33579056395889084,0.7134520074765883,0.36169168329888773,0
Transportation,9.161587959088106,38.59218900218698,42750.14507353645,0.9253168612707562,3.4820917707707064,12805.547765074736,0.9254921274232574,0.7113863672201616,0.5787242480457752,6.211932894967675,0.6912660844399355,0.6019737798500567,0.4073987364746375,0
Trading,2.9300006572166346,24.223465312883533,20343.682256734082,0.8994998425222869,3.1801956342379962,31056.914605834107,0.9161358590276552,0.9370118729427109,0.7436301770500617,3.6218856228166905,0.8356317068386452,0.8066492822292768,0.32113703159484625,0
Trading,1.8797054462936045,15.882156648851161,34264.248356190124,0.690490453604619,3.5249211409529084,12464.651761301855,0.947555225365631,0.4936092607396847,0.6339600333697046,6.874759463086274,0.6614611792339662,0.6147473352779421,0.6008824722296594,0
Farming,4.811147444719546,13.10649571054628,14831.302572465442,0.6798043307604363,7.610934354658255,6622.552504272639,0.9598429572243476,0.7034983954922983,0.692701132421709,10.027210342204254,0.5022084424116388,0.34511956216152323,0.0862358612670156,1
Trading,5.942627474386586,17.658932834748533,41317.11437965184,0.6829803244349059,2.6804716310977086,39796.0285445805,0.7538339961011138,0.2094672660341923,0.8908022733323923,11.327517213762226,0.7226077948170959,0.4332903511055731,0.17430622040774857,1
Trading,4.220226991340645,19.040406017549117,31956.079873084716,0.7613099719501607,5.006382730994315,1700.6255639288308,0.6414538425610834,0.5745870610251195,0.5195812079628441,2.860338604544393,0.7305135063924089,0.5779713731297843,0.31804990900407354,1
Craft/Artisan,9.559621026029898,14.647442342833937,13888.814495917371,0.9073109430019267,9.42824072478205,13724.336067279952,0.5863432941688661,0.8315583333566621,0.8748523175054946,1.593432013945177,0.6168194898153151,0.3978535082402165,0.2973828128650086,0
Freelance Services,2.923141864797844,22.240473566169033,23784.56243605914,0.5206290358717492,4.440683536343224,15557.922043426906,0.8621239963650563,0.3492785880648006,0.8978638708019825,6.842362928141695,0.5475923062378619,0.7842209219756211,0.1252361575101405,1
Transportation,4.2930691388550315,10.37242007951673,44904.46446706381,0.8932605172730396,8.014459688428898,13263.865316788262,0.8304816410007207,0.7280826262721768,0.576624145886815,8.03061119350465,0.6922376345800689,0.7898298026168538,0.16619620578591512,1
Craft/Artisan,1.1179462892734273,10.332898600125855,13460.733582479148,0.7784118225319986,0.9510892385690077,18959.574171981563,0.5148790056919728,0.6271065854900876,0.5967937808475804,1.4433830773083696,0.34177658271687256,0.7272089046367298,0.17289278802458122,1
Freelance Services,1.7956104026970627,20.961563656401637,14927.752878994703,0.676284346302863,4.888154837628024,14436.040229634056,0.6352033385431722,0.7924298828731158,0.5537895951591464,4.049086752784017,0.4328443067320048,0.5219769448548347,0.052836573828696415,1
Trading,2.2359419196449752,8.650865971484818,25894.26189968379,0.8210841898556492,3.342163837677615,18953.842851948695,0.7389757444600981,0.8010474450009385,0.5069515390160736,12.921817865566307,0.6726641113854167,0.462581830209835,0.10542225879488691,0
Farming,3.2904943426075652,23.832138022900317,86971.16463645225,0.727978492510825,6.899312869776896,8764.339981816664,0.8409984404320716,0.8913889114569581,0.6396931375795106,3.97479200083515,0.8425659675366145,0.5295706882763467,0.556272533409163,0
Farming,1.287684038425782,17.885755100824532,18584.479089207383,0.6752339706449854,2.8956656168739072,4811.014794940292,0.7356328992722931,0.8090652900435634,0.529003147042543,10.715350960210145,0.6404965714177422,0.26625542863766066,0.40868648469389574,1
Trading,5.578921552529728,3.3767262502622923,35326.92499009457,0.8210678175399796,12.208970640655178,12933.197061185198,0.9594660003391949,0.8755796199026074,0.811629414185357,3.098638490509911,0.4633586386535228,0.3367580874564949,0.5129865434753812,0
Craft/Artisan,2.082801156033167,18.875993004487576,31041.319224419793,0.7001225411972338,1.081845317745473,6512.20069714664,0.4518230119709651,0.6983957060042072,0.8639708486576302,10.709132580192549,0.960094508931673,0.6088247841235132,1.0053396442647233,1
Farming,13.54141002587408,4.5188270032880435,19453.145432263602,0.7867841158826843,9.407343431636225,8022.718518317509,0.6653665659092538,0.549752894222983,0.5637097165277895,4.944475563256959,0.6675781427307284,0.6189353365497008,0.37578633618945384,1
Farming,2.1414661636221006,23.54689607724529,29396.277906186093,0.7533012401002323,8.634831256812745,30122.77679441439,0.503327662798941,0.46329871475277706,0.48762113064733503,4.210587251644503,0.5623464166141263,0.5133172839715824,0.03544507012289098,1
Trading,3.9909160169474105,16.01028536599523,21029.698582346227,0.8554748181744839,6.92958346959001,39759.27621911917,0.9391462748308447,0.7108083107708023,0.9126132615205397,5.182492308726094,0.5256877925087154,0.5996365525874834,0.2970136605842891,0
Trading,3.6483097204917034,32.80867373205456,22097.22613634882,0.667769970617892,6.163299760535973,29729.475539751285,0.5696038761740069,0.6484889389799424,0.6474396818004389,2.5998898701172926,0.6710075215472631,0.8587938033304663,0.4176051082197147,1
Freelance Services,1.672334906560977,26.570502754980858,10789.19504447895,0.9897919065867784,11.564876011969725,26112.439774972463,0.5714621033113318,0.44053703698650853,0.6404797620429159,1.4754296136792437,0.7746064769065558,0.4528714889158548,0.2886165148537779,0
Trading,3.2996995308068953,9.514459950145403,26544.028094006553,0.6082510039886787,13.412891668233662,13932.308916967846,0.4130817186521898,0.8451687161877603,0.6160843948795124,3.8550175811853253,0.5174049060418722,0.41804635818953834,0.11611111035673057,1
Trading,3.2702286260817806,1.8340810892686612,44112.63060225804,0.7784141774265366,5.378199935181653,27195.608355005832,0.5544763178162204,0.4730770521921645,0.6665073209771462,8.034299125888639,0.741748116316541,0.8149471455845632,0.3678883555128705,0
Trading,6.729189992213661,11.95918994566901,27766.462211512342,0.894260764176297,6.473308121352433,17135.9395645066,0.6636023941653966,0.637474076784066,0.34638013594642314,0.9105327799610003,0.583389304639688,0.3344839864201502,0.5280872684267321,1
Farming,4.933526398737436,8.229931177357031,49009.98189319718,0.8430083241916339,4.342799346741149,52221.17347147127,0.4946733116271621,0.8488546169822044,0.9303809691633395,11.455988760808097,0.5681524339004765,0.7609716070930543,0.33538158367130977,0
Transportation,5.5249438388875385,32.605904695016754,37018.76018920812,0.7166978160332639,2.49213780622593,7025.693319136778,0.9350615040893836,0.4906177824775136,0.7391602991477776,4.20220786034724,0.3594822524312094,0.5141315315523591,0.5632504269723385,1
Farming,6.634144520834166,17.917482725758788,26036.437586201548,0.7426385082731762,7.389338262793724,21393.145766821755,0.48782097514675093,0.8999690608612565,0.4507125376545756,8.199784865873688,0.6021123369167134,0.5368701898945349,0.2749077013639171,0
Trading,5.584201938741839,25.467350433465334,19046.54398233147,0.9697000305732494,6.748867208956129,5513.72195011629,0.7117689292078877,0.7942389210978329,0.5435658378027306,3.8017036245544915,0.798865467113404,0.3529697934897053,0.2963006992656474,0
Trading,4.443428260630672,15.719752699595313,20589.879683291718,0.5818993515298825,1.1693361408448686,21479.28222493151,0.4264037184738816,0.7192575143872886,0.6300615720930165,7.616009663641653,0.37056954348999693,0.7721207760189893,0.16536585665964812,1
Craft/Artisan,2.2199616214649565,16.562660093754836,11982.700208886854,0.8826873105737997,7.368005955568989,4010.318345849894,0.6133431171866083,0.468943125390055,0.5349639766597742,7.960988300720717,0.4441346026841574,0.4295746096145687,0.42355799577048514,1
Transportation,4.251366990396231,17.738983819928734,23227.83470907113,0.8383987899969944,6.849419559168001,5713.116864722511,0.5466730831961504,0.6806579836139429,0.8241031941943363,12.778113687404096,0.9043925644949072,0.5135326734648384,0.34925521888088273,0
Transportation,1.9038686540285605,26.85231454873957,29152.59812211013,0.8795300150463063,4.196265937375223,5443.422773450963,0.9670945307377561,0.5969581710964665,0.7252820293182722,0.9346149564318138,0.6605049494046652,0.3949437156977493,0.2500154352881646,0
Transportation,3.4823252668779605,20.49299804539679,69111.85816510282,0.7802123507495399,4.0004320173635115,15938.492918685932,0.7227658330983331,0.6512377606055515,0.22615950223057776,4.6684479221093085,0.7926136707062706,0.7258537001382638,0.8800702340793666,1
Craft/Artisan,3.1648618922471985,9.54132925218668,35974.879341772416,0.8745565261418128,7.271339302230619,17122.824354475444,0.5901327551807581,0.44510439414618175,0.8260457578610376,10.039722397449673,0.8880486922475677,0.9052971105893698,0.9840666483288675,1
Trading,3.312235553330681,30.980113104691338,16719.488781867673,0.8054801684060185,10.826644965541936,74260.56204510847,0.7639553868576332,0.4999856121692589,0.9042350336050253,4.802644191545939,0.309847599486294,0.6918182857506884,0.2736411735545688,1
Farming,1.2991480372092155,15.657476008109494,12189.710198254936,0.9763031200817052,7.195186888966209,12532.701658847234,0.8583306193821792,0.7470733034794458,0.6599050923224064,4.238596103471804,0.8447787116880527,0.5063816550903227,0.753182618954644,0
Farming,0.2,14.355839008986813,24014.097964035776,0.5395009193519967,8.341452753758283,22943.22107436762,0.7494224253576919,0.9563351908794093,0.4016043010094849,3.920747745389085,0.4265878951442558,0.675941008318589,0.448958276684526,0
Farming,2.7532274842447024,1.0,42043.93600117711,0.9414562134426799,3.5034108190804236,14952.12997802097,0.5983958105247646,0.898858797540958,0.7228765030908241,5.33374319300335,0.7775952734042303,0.871349387110966,0.6142160854988008,0
Craft/Artisan,7.6517340114203725,23.075196729290695,23829.05741644607,0.8927655235489456,4.757182831271473,21638.48328425084,0.2780946718853612,0.7628566272174423,0.3750474005857115,7.85359478244367,0.4253015468922879,0.6079943657052881,0.05034916874174255,1
Farming,3.95014510554949,18.808101117295067,36246.25324756486,0.5062604911262605,7.824050318658152,14773.11771744603,0.7802982916043224,0.4481204543363681,0.5956728966763001,4.250054368194984,0.5724105977153225,0.6227361472654254,0.2973908922406636,1
Craft/Artisan,7.298049780695604,18.799405252815216,24352.285948947974,0.9096573577159139,1.9249653460528044,28846.149896489136,0.7486857377657725,0.6195919853985341,0.7807056775354704,10.159372717995605,0.7060702085054469,0.5267166341380703,0.23406935477373772,0
Craft/Artisan,1.9140666197001108,14.777402631113455,39908.72453871872,0.5955423655379292,6.621605094910528,6394.084461894701,0.3568562760954273,0.5796176597495901,0.9633200137217017,6.104458483250385,0.7240315114232834,0.559532382614244,0.5184153005593305,0
